gid	gid_v3	symbol	note
Zm00001d041416	GRMZM2G138268	iaa10	Aux/IAA-transcription factor 10
Zm00001d041418	GRMZM2G167794	iaa11	Aux/IAA-transcription factor 11
Zm00001d041430	GRMZM2G444621	TIDP3279	NA
Zm00001d041438	GRMZM2G390374	umc1773	NA
Zm00001d041444	AC203865.3_FG001	cpp13	CPP-transcription factor 13
Zm00001d041445	GRMZM2G701689	cpp10	CPP-transcription factor 10
Zm00001d041455	GRMZM2G152470	TIDP2897	NA
Zm00001d041472	GRMZM2G114850	nactf108	NAC-transcription factor 108
Zm00001d041489	GRMZM2G178102	hb25	Homeobox-transcription factor 25
Zm00001d041491	GRMZM2G104396	ca2p12	CCAAT-HAP2-transcription factor 212
Zm00001d041497	GRMZM2G073750	arftf9	ARF-transcription factor 9
Zm00001d041498	GRMZM2G089782	gras47	GRAS-transcription factor 47
Zm00001d041536	GRMZM2G159475	gras50	GRAS domain family50
Zm00001d041537	GRMZM2G177019	mterf10	mTERF domain protein10
Zm00001d041549	GRMZM2G176063	dof46	C2C2-Dof-transcription factor 46
Zm00001d041550	GRMZM2G340251	hsp70-4	heat shock protein70-4
Zm00001d041553	AC210168.4_FG003	umc1174	NA
Zm00001d041576	GRMZM2G047626	myb6	MYB-transcription factor 6
Zm00001d041578	GRMZM2G139786	gl6	glossy6
Zm00001d041580	GRMZM2G160840	myb118	MYB-transcription factor 118
Zm00001d041584	GRMZM2G454039	mmp80	NA
Zm00001d041587	GRMZM2G137289	mads55	MADS-transcription factor 55
Zm00001d041590	GRMZM2G082203	rte2	rotten ear2
Zm00001d041593	GRMZM2G034083	cts5	citrate synthase5
Zm00001d041596	GRMZM2G033767	gpat6	glycerol-3-phosphate acyltransferase6
Zm00001d041600	GRMZM2G439908	pmei8	pectin methylesterase inhibitor8
Zm00001d041601	GRMZM2G439884	IDP138	NA
Zm00001d041603	GRMZM2G122443	pza00413	NA
Zm00001d041604	GRMZM2G160902	bzip48	bZIP-transcription factor 48
Zm00001d041606	GRMZM2G112074	mcm2	minichromosome maintenance2
Zm00001d041611	GRMZM2G099496	IDP1698	NA
Zm00001d041639	GRMZM2G162119	c3h44	C3H-transcription factor 344
Zm00001d041640	GRMZM2G032198	GRMZM2G032198	NA
Zm00001d041645	GRMZM2G374405	GRMZM2G374405	NA
Zm00001d041653	GRMZM2G447657	slac3	slow anion channel-associated3
Zm00001d041660	GRMZM2G140101	phys1	phytase1
Zm00001d041662	AC206425.3_FG002	TIDP3412	NA
Zm00001d041670	GRMZM2G043336	phys2	phytase2
Zm00001d041671	GRMZM2G175976	betl3	basal endosperm transfer layer3
Zm00001d041679	GRMZM2G063949	uaz288a(ppi)	NA
Zm00001d041682	GRMZM2G002616	eif6	eucaryotic initiation factor6
Zm00001d041690	GRMZM2G155073	aprl7	adenosine 5'-phosphosulfate reductase-like7
Zm00001d041691	GRMZM2G155096	IDP1433	NA
Zm00001d041701	GRMZM2G136262	IDP49	NA
Zm00001d041708	GRMZM2G081350	phd40	PHD-transcription factor 40
Zm00001d041710	GRMZM2G155974	gshs2	glutathione synthetase2
Zm00001d041711	GRMZM2G116204	abp1	auxin binding protein1
Zm00001d041718	GRMZM2G081935	bnlg1601	NA
Zm00001d041725	GRMZM2G175761	limtf7	LIM-transcription factor 7
Zm00001d041740	GRMZM2G076657	wrky58	WRKY-transcription factor 58
Zm00001d041741	GRMZM2G349187	IDP692	NA
Zm00001d041748	GRMZM2G025528	TIDP3621	NA
Zm00001d041757	GRMZM2G084762	rad51b	recombination protein51 gene b
Zm00001d041767	GRMZM2G153087	alf4	Alfin-like-transcription factor 4
Zm00001d041772	GRMZM2G019090	gst18	glutathione transferase18
Zm00001d041774	GRMZM2G082943	zar9	Zea mays ARGOS9
Zm00001d041776	GRMZM2G076946	dhr2	dhurrinase2
Zm00001d041780	GRMZM5G821755	zhd21	ZF-HD-transcription factor 21
Zm00001d041781	GRMZM2G160687	zag2	Zea AGAMOUS homolog2
Zm00001d041785	GRMZM2G143354	cop1	coatomer protein1
Zm00001d041788	GRMZM2G163514	AY110352	NA
Zm00001d041790	AC209377.3_FG003	IDP227	NA
Zm00001d041791	GRMZM2G139700	nactf84	NAC-transcription factor 84
Zm00001d041804	GRMZM2G358009	trm2	thioredoxin M2
Zm00001d041818	GRMZM5G803355	myb51	MYB-transcription factor 51
Zm00001d041819	GRMZM2G080107	psan1	photosystem I N subunit1
Zm00001d041822	GRMZM2G087413	betl9	basal endosperm transfer layer9
Zm00001d041829	GRMZM2G401934	thi3	thiamine synthesis3
Zm00001d041831	GRMZM2G024851	bzip129	bZIP-transcription factor 129
Zm00001d041847	GRMZM2G340756	mybr14	MYB-related-transcription factor 14
Zm00001d041853	GRMZM2G041415	myb8	myb transcription factor8
Zm00001d041866	GRMZM2G089638	tcptf31	TCP-transcription factor 31
Zm00001d041871	GRMZM2G463464	cdpk31	calcium dependent protein kinase31
Zm00001d041882	GRMZM2G101020	atp1	ATPase1
Zm00001d041883	GRMZM2G067171	gata31	C2C2-GATA-transcription factor 31
Zm00001d041886	AC211478.3_FG004	nactf100	NAC-transcription factor 100
Zm00001d041918	GRMZM2G152889	mkkk63	MAP kinase kinase kinase63
Zm00001d041919	GRMZM2G146018	gras5	GRAS-transcription factor 5
Zm00001d041920	GRMZM2G146020	bzip8	bZIP-transcription factor 8
Zm00001d041923	GRMZM2G034868	farl5	FAR1-like-transcription factor 5
Zm00001d041935	GRMZM2G369799	myb127	MYB-transcription factor 127
Zm00001d041956	GRMZM5G832175	mmc0022	NA
Zm00001d041958	AC165171.2_FG002	wrky120	WRKY-transcription factor 120
Zm00001d041962	GRMZM6G161711	glpdh4	glycerol-3-phosphate dehydrogenase4
Zm00001d041963	GRMZM6G639283	rz390c(cyb5)	NA
Zm00001d041981	GRMZM2G097182	ereb141	AP2-EREBP-transcription factor 141
Zm00001d041982	GRMZM2G097258	ipt1	isopentenyl transferase1
Zm00001d041984	GRMZM2G097316	rcph1	root-cap periphery1
Zm00001d041991	GRMZM2G174249	incw8	invertase cell wall8
Zm00001d041993	GRMZM2G174221	IDP1696	NA
Zm00001d042003	GRMZM2G371912	hagtf15	GNAT-transcription factor 15
Zm00001d042018	GRMZM2G061446	TIDP3725	NA
Zm00001d042022	GRMZM2G103342	TIDP3705	NA
Zm00001d042039	GRMZM2G060536	emp5	empty pericarp5
Zm00001d042043	GRMZM6G542104	umc1501	NA
Zm00001d042044	NA	csr1	chloroplast srp54 receptor1
Zm00001d042050	GRMZM2G138258	AY112215	NA
Zm00001d042055	GRMZM2G162250	zar6	Zea mays ARGOS6
Zm00001d042057	GRMZM2G479112	GRMZM2G479112	NA
Zm00001d042062	GRMZM2G057413	bhlh126	bHLH-transcription factor 126
Zm00001d042066	GRMZM6G980248	crr5	cytokinin response regulator5
Zm00001d042074	GRMZM2G125642	cdo105	NA
Zm00001d042078	GRMZM2G379804	AY111507	NA
Zm00001d042088	GRMZM2G367026	IDP506	NA
Zm00001d042095	GRMZM2G127789	gst29	glutathione transferase29
Zm00001d042096	GRMZM2G428168	gst21	glutathione transferase21
Zm00001d042102	GRMZM2G146475	gst28	glutathione transferase28
Zm00001d042104	GRMZM2G028556	gst7	glutathione transferase7
Zm00001d042107	GRMZM2G106945	AY111541	NA
Zm00001d042111	GRMZM2G039867	tru1	tassels replace upper ears1
Zm00001d042127	GRMZM2G082387	gras4	GRAS-transcription factor 4
Zm00001d042128	GRMZM5G822970	mmus2	methyl-methansulfonate, UV sensitive81 homolog2
Zm00001d042130	GRMZM2G361501	mmus1	methyl-methansulfonate, UV sensitive81 homolog1
Zm00001d042137	GRMZM2G363801	TIDP3078	NA
Zm00001d042140	GRMZM2G125032	GRMZM2G125032	NA
Zm00001d042142	GRMZM2G366607	pap26	purple acid phosphatase26
Zm00001d042143	GRMZM2G065585	geb1	glucan endo-1,3-beta-glucosidase homolog1
Zm00001d042146	GRMZM2G068913	hex4	hexokinase4
Zm00001d042148	GRMZM2G050997	cko2	cytokinin oxidase 2
Zm00001d042152	GRMZM2G155348	glpdh1	glycerol-3-phosphate dehydrogenase1
Zm00001d042183	GRMZM2G145814	Zm00001d042183	NA
Zm00001d042184	GRMZM2G145715	pgd2	6-phosphogluconate dehydrogenase2
Zm00001d042193	GRMZM6G557089	phm4955	NA
Zm00001d042196	GRMZM2G473152	cadtfr2	CCAAT-DR1-transcription factor 2
Zm00001d042197	GRMZM2G169884	ca3p3	CCAAT-HAP3-transcription factor 33
Zm00001d042212	GRMZM2G106613	ldp1	luminidependens protein1
Zm00001d042213	GRMZM2G124911	tcp2	thiamine diphosphate carrier protein2
Zm00001d042215	GRMZM2G146280	atg18b	autophagy18b
Zm00001d042216	GRMZM2G146246	gst4	glutathione S-transferase4
Zm00001d042228	GRMZM2G158403	hb40	Homeobox-transcription factor 40
Zm00001d042231	GRMZM2G091445	betl10	basal endosperm transfer layer10
Zm00001d042234	GRMZM2G017404	TIDP2945	NA
Zm00001d042244	GRMZM2G084779	hak5	potassium high-affinity transporter5
Zm00001d042246	GRMZM2G060116	nactf80	NAC-transcription factor 80
Zm00001d042263	GRMZM2G173534	bhlh175	bHLH-transcription factor 175
Zm00001d042267	GRMZM2G338259	arftf10	ARF-transcription factor 10
Zm00001d042268	GRMZM2G032132	crn1	coryne1
Zm00001d042269	GRMZM2G031584	pza00827	NA
Zm00001d042271	GRMZM2G031493	thx30	Trihelix-transcription factor 30
Zm00001d042287	AC203535.4_FG001	myb2	myb transcription factor2
Zm00001d042288	AC203535.4_FG002	nactf90	NAC-transcription factor 90
Zm00001d042303	GRMZM2G092112	atg6a	autophagy6a
Zm00001d042305	GRMZM2G092214	tcptf8	TCP-transcription factor 8
Zm00001d042312	GRMZM2G471529	hk2	histidine kinase2
Zm00001d042313	GRMZM2G171600	camta3	CAMTA-transcription factor 3
Zm00001d042315	GRMZM2G171650	mads69	MADS-transcription factor 69
Zm00001d042319	GRMZM5G878561	sbp22	SBP-transcription factor 22
Zm00001d042322	GRMZM2G085420	nbcs10	nucleobase:cation symporter10
Zm00001d042341	GRMZM2G044460	umc2265	NA
Zm00001d042344	GRMZM5G852502	sacd1	stearoyl-acyl-carrier-protein desaturase1
Zm00001d042345	GRMZM2G025742	pin5	PIN-formed protein5
Zm00001d042350	GRMZM2G359505	csu636	NA
Zm00001d042353	GRMZM2G140107	sps2	sucrose phosphate synthase2
Zm00001d042362	GRMZM2G447447	msp1	multiple sporocyte1
Zm00001d042363	GRMZM2G087032	c3h13	C3H-transcription factor 313
Zm00001d042373	GRMZM2G180406	bhlh32	bHLH-transcription factor 32
Zm00001d042393	GRMZM2G101217	GRMZM2G101217	NA
Zm00001d042395	GRMZM2G164475	pza00667	NA
Zm00001d042396	GRMZM2G133398	vp1	viviparous1
Zm00001d042416	GRMZM2G362850	drh1	DEAD box RNA helicase1
Zm00001d042432	GRMZM5G814985	dcl104	dicer-like 104
Zm00001d042436	GRMZM2G023257	mterf11	mTERF domain protein11
Zm00001d042441	GRMZM2G139822	mgt9	magnesium transporter9
Zm00001d042445	GRMZM2G085113	te1	terminal ear1
Zm00001d042447	GRMZM2G321810	jmj18	JUMONJI-transcription factor 18
Zm00001d042453	GRMZM2G057823	ald1	aldolase1
Zm00001d042454	GRMZM2G058250	pco116928b	NA
Zm00001d042460	GRMZM2G177244	abi31	ABI3-VP1-transcription factor 31
Zm00001d042461	GRMZM2G177227	GRMZM2G177227	NA
Zm00001d042463	GRMZM2G177220	arr6	ARR-B-transcription factor 6
Zm00001d042468	GRMZM2G006452	smc2	structural maintenance of chromosomes2
Zm00001d042469	GRMZM2G006277	IDP667	NA
Zm00001d042470	GRMZM2G113264	umc1973	NA
Zm00001d042472	GRMZM2G013016	gras7	GRAS-transcription factor 7
Zm00001d042476	GRMZM2G059108	AY106230	NA
Zm00001d042482	GRMZM2G114873	bhlh132	bHLH-transcription factor 132
Zm00001d042492	GRMZM2G141638	ereb53	AP2-EREBP-transcription factor 53
Zm00001d042507	GRMZM2G044092	TIDP3759	NA
Zm00001d042508	GRMZM2G118362	phm2885	NA
Zm00001d042510	GRMZM2G044584	umc2166	NA
Zm00001d042511	GRMZM2G064936	AI770873	NA
Zm00001d042525	GRMZM5G815894	rpl5a	60S ribosomal protein L5-1 homolog a
Zm00001d042530	GRMZM2G017077	im30p1	IM30 protein homolog1
Zm00001d042535	GRMZM2G109429	sep1	selenoprotein1
Zm00001d042536	GRMZM2G086845	frk1	fructokinase1
Zm00001d042540	NA	lox2	lipoxygenase2
Zm00001d042541	GRMZM2G156861	lox1	lipoxygenase1
Zm00001d042550	GRMZM2G035092	mads53	MADS-transcription factor 53
Zm00001d042555	GRMZM2G026855	cl32876_1	NA
Zm00001d042560	GRMZM2G118250	ig1	indeterminate gametophyte1
Zm00001d042578	GRMZM2G471142	mlo5	barley mlo defense gene homolog5
Zm00001d042580	GRMZM5G813651	nactf95	NAC-transcription factor 95
Zm00001d042582	GRMZM2G080917	alf13	Alfin-like-transcription factor 13
Zm00001d042584	GRMZM5G856881	dmes1	diphosphocytidyl methyl erythritol synthase1
Zm00001d042588	GRMZM2G105266	ereb52	AP2-EREBP-transcription factor 52
Zm00001d042589	GRMZM2G105184	umc1311	NA
Zm00001d042591	GRMZM2G018589	mads41	MADS-transcription factor 41
Zm00001d042593	GRMZM2G307152	ereb63	AP2-EREBP-transcription factor 63
Zm00001d042609	GRMZM2G014653	nactf109	NAC-transcription factor 109
Zm00001d042611	GRMZM2G368411	ga20ox3	gibberellin 20-oxidase3
Zm00001d042613	GRMZM2G025703	phd43	PHD-transcription factor 43
Zm00001d042618	GRMZM2G110153	zmm16	Zea mays MADS16
Zm00001d042621	GRMZM2G110398	pza02402	NA
Zm00001d042624	GRMZM2G167637	pme22	pectin methylesterase22
Zm00001d042637	GRMZM2G167253	GRMZM2G167253	NA
Zm00001d042639	GRMZM2G431006	pco088261	NA
Zm00001d042643	GRMZM2G120262	sun3	SUN domain protein3
Zm00001d042654	GRMZM2G038281	IDP73	NA
Zm00001d042664	GRMZM2G081652	pza00783	NA
Zm00001d042665	GRMZM2G160838	myb32	MYB-transcription factor 32
Zm00001d042676	GRMZM2G097821	pdk3	phosphoinositide dependent protein kinase3
Zm00001d042685	GRMZM2G400604	got4	glutamate-oxaloacetate transaminase4
Zm00001d042686	GRMZM2G129428	rz538b	NA
Zm00001d042695	GRMZM2G110922	snrkII4	SnRK2 serine threonine protein kinase 4
Zm00001d042697	GRMZM2G077333	psbs1	photosystem II subunit PsbS1
Zm00001d042699	GRMZM2G077279	tlc6	TRAM/LAG/CRN8 6
Zm00001d042717	GRMZM2G149756	ereb174	AP2-EREBP-transcription factor 174
Zm00001d042721	GRMZM5G858197	bzip95	bZIP-transcription factor 95
Zm00001d042724	GRMZM5G866954	tubtf2	TUB-transcription factor 2
Zm00001d042736	GRMZM2G135703	dof19	C2C2-Dof-transcription factor 19
Zm00001d042752	GRMZM2G434098	ofp14	OVATE-transcription factor 14
Zm00001d042753	GRMZM2G133311	ofp15	OVATE-transcription factor 15
Zm00001d042756	GRMZM2G027914	mybr37	MYB-related-transcription factor 37
Zm00001d042758	GRMZM5G832473	nactf93	NAC-transcription factor 93
Zm00001d042765	GRMZM2G127180	BE639846	NA
Zm00001d042777	GRMZM2G060216	lg2	liguleless2
Zm00001d042794	GRMZM2G096802	Zm00001d042794	NA
Zm00001d042809	GRMZM2G127949	atl1	auxin transporter-like1
Zm00001d042813	GRMZM2G083195	gpat1	glycerol-3-phosphate acyltransferase1
Zm00001d042821	GRMZM2G116063	wox5b	WUSCHEL-homeobox-transcription factor 5b
Zm00001d042830	GRMZM2G125522	myb34	MYB-transcription factor 34
Zm00001d042833	GRMZM2G125411	coi1	coronatine insensitive1
Zm00001d042840	GRMZM6G741210	shbp1	sedoheptulose bisphosphatase1
Zm00001d042842	GRMZM2G085577	pho2	starch phoshorylase2
Zm00001d042843	GRMZM2G449033	na1	nana plant1
Zm00001d042848	GRMZM5G842071	lac1	laccase1
Zm00001d042849	GRMZM2G005112	mybr46	MYB-related-transcription factor 46
Zm00001d042864	GRMZM2G154641	hb48	Homeobox-transcription factor 48
Zm00001d042867	GRMZM2G007928	bbi1	bowman-birk inhibitor1
Zm00001d042868	GRMZM2G178533	TIDP2673	NA
Zm00001d042879	GRMZM2G002276	taf1	transcription associated factor1
Zm00001d042880	GRMZM2G302245	rcc1	regulator of chromosome condensation1
Zm00001d042885	GRMZM2G014452	AY110055	NA
Zm00001d042886	GRMZM2G059453	prh3	protein phosphatase homolog3
Zm00001d042892	GRMZM2G074908	glk54	G2-like-transcription factor 54
Zm00001d042901	GRMZM2G367668	lac5	laccase5
Zm00001d042903	GRMZM2G178671	wrky54	WRKY-transcription factor 54
Zm00001d042906	GRMZM2G072780	lac4	laccase4
Zm00001d042907	GRMZM2G157679	gras23	GRAS-transcription factor 23
Zm00001d042910	GRMZM2G081919	myb15	MYB-transcription factor 15
Zm00001d042916	GRMZM2G094771	umc60	NA
Zm00001d042917	AC209784.3_FG011	thx27	Trihelix-transcription factor 27
Zm00001d042920	GRMZM2G108933	wox2a	WUSCHEL-related homeobox 2a`
Zm00001d042922	AC209784.3_FG007	hsp6	heat shock protein6
Zm00001d042930	GRMZM2G306258	his2b4	histone 2B4
Zm00001d042934	GRMZM5G804618	znf6	zinc finger protein6
Zm00001d042935	GRMZM5G843352	ips1	induced by phosphate starvation1
Zm00001d042936	GRMZM2G302171	umc2626	NA
Zm00001d042948	GRMZM2G123977	acd6	accelerated cell death ortholog6
Zm00001d042950	AC214448.3_FG007	umc2268	NA
Zm00001d042961	GRMZM2G426953	rboh1	respiratory burst oxidase1
Zm00001d042962	GRMZM2G096470	phm1675	NA
Zm00001d042966	GRMZM2G084465	pza03733	NA
Zm00001d042968	GRMZM2G303465	ca3p1	CCAAT-HAP3-transcription factor 31
Zm00001d042982	GRMZM2G302559	rte5	rotten ear5
Zm00001d042983	GRMZM2G440016	pme29	pectin methylesterase29
Zm00001d042989	GRMZM2G397518	ba1	barren stalk1
Zm00001d043014	GRMZM2G141382	pyl6	pyrabactin resistance-like6
Zm00001d043019	GRMZM2G132169	GRMZM2G132169	NA
Zm00001d043025	GRMZM2G148087	wrky43	WRKY-transcription factor 43
Zm00001d043036	GRMZM2G092517	lbd20	LBD-transcription factor 20
Zm00001d043039	GRMZM2G702036	mmp5	NA
Zm00001d043046	GRMZM2G330159	ofp16	OVATE-transcription factor 16
Zm00001d043047	GRMZM2G339122	expa1	alpha expansin1
Zm00001d043049	GRMZM2G126397	plt3	phospholipid transfer protein homolog3
Zm00001d043058	GRMZM2G145753	umc2269	NA
Zm00001d043060	GRMZM2G059562	wrky81	WRKY-transcription factor 81
Zm00001d043062	GRMZM2G158328	wrky40	WRKY-transcription factor 40
Zm00001d043063	GRMZM2G065290	wrky41	WRKY-transcription factor 41
Zm00001d043066	GRMZM2G382350	wrky19	WRKY-transcription factor 19
Zm00001d043069	NA	php10016c	NA
Zm00001d043070	GRMZM2G165511	magi104405	NA
Zm00001d043076	GRMZM2G069274	wox13a	WUSCHEL-related homeobox-transcription factor 13a
Zm00001d043083	GRMZM2G050089	pin14	PIN-formed protein14
Zm00001d043088	GRMZM2G021589	tlc7	TRAM/LAG/CRN8 7
Zm00001d043094	GRMZM2G312201	nactf70	NAC-transcription factor 70
Zm00001d043098	GRMZM2G133213	fcr1	ferric-chelate reductase (NADH)1
Zm00001d043109	GRMZM2G054821	csu191	NA
Zm00001d043116	GRMZM2G451031	ereb77	AP2-EREBP-transcription factor 77
Zm00001d043117	GRMZM2G159134	bzip102	bZIP-transcription factor 102
Zm00001d043131	GRMZM2G139688	myb138	MYB-transcription factor 138
Zm00001d043135	GRMZM2G139710	sdg113	set domain gene113
Zm00001d043137	GRMZM2G445100	IDP149	NA
Zm00001d043146	GRMZM2G035820	rnc1	ribonuclease III domain protein1
Zm00001d043150	GRMZM2G167276	cdpk26	calcium dependent protein kinase26
Zm00001d043153	GRMZM2G019907	obf3	octopine synthase binding factor3
Zm00001d043156	GRMZM2G071705	bnlg1160	NA
Zm00001d043158	GRMZM2G071790	tubb6	beta tubulin6b
Zm00001d043164	GRMZM2G073003	cyc7	cyclin7
Zm00001d043174	GRMZM2G138074	GRMZM2G138074	NA
Zm00001d043175	GRMZM2G438551	psei1	cystatin1
Zm00001d043179	GRMZM5G859099	pin9	PIN-formed protein9
Zm00001d043182	GRMZM5G859195	cmk1	cytidine methyl kinase1
Zm00001d043196	GRMZM2G047384	umc2270	NA
Zm00001d043201	GRMZM2G002165	hcf148	high chlorophyll fluorescence148
Zm00001d043204	GRMZM2G002119	ereb158	AP2-EREBP-transcription factor 158
Zm00001d043205	GRMZM2G310368	ereb147	AP2-EREBP-transcription factor 147
Zm00001d043217	GRMZM2G113414	gos1	GOS2 homolog
Zm00001d043231	GRMZM2G386276	hb118	Homeobox-transcription factor 118
Zm00001d043239	GRMZM2G116700	atg18f	autophagy18f
Zm00001d043243	GRMZM2G105224	mrpi2	MRP interacting2
Zm00001d043244	GRMZM2G061515	aas6	auxin amido synthetase6
Zm00001d043253	GRMZM2G322728	AY111125	NA
Zm00001d043257	NA	TIDP2766	NA
Zm00001d043258	GRMZM2G062283	IDP2348	NA
Zm00001d043263	GRMZM2G062429	dgk7	diacylglycerol kinase7
Zm00001d043287	GRMZM2G096920	IDP264	NA
Zm00001d043288	GRMZM2G000615	pco067132	NA
Zm00001d043291	GRMZM2G093101	pap1	purple acid phosphatase1
Zm00001d043293	GRMZM5G817173	cko4	cytokinin oxidase 4
Zm00001d043294	GRMZM5G851026	bnlg197	NA
Zm00001d043302	GRMZM2G039166	hmt4	homocysteine S-methyltransferase4
Zm00001d043311	GRMZM2G025758	lbd21	LBD-transcription factor 21
Zm00001d043323	GRMZM2G042412	copt2	copper transporter2
Zm00001d043325	GRMZM5G897926	ptac12	plastid transcriptionally active chromosome 12 homolog
Zm00001d043327	GRMZM2G052365	AI770795	NA
Zm00001d043335	GRMZM2G320013	nch2	NMCP/CRWN-Homologous2
Zm00001d043336	GRMZM2G454081	umc3b	NA
Zm00001d043344	GRMZM2G156877	gst8	glutathione transferase8
Zm00001d043350	GRMZM2G033359	aas7	auxin amido synthetase7
Zm00001d043356	GRMZM2G028369	cmu3	chorismate mutase3
Zm00001d043368	GRMZM2G166946	tcptf30	TCP-transcription factor 30
Zm00001d043378	GRMZM2G059678	cpp11	CPP-transcription factor 11
Zm00001d043382	GRMZM2G094712	got1	glutamate-oxaloacetate transaminase1
Zm00001d043389	GRMZM2G014833	pk4	protein kinase4
Zm00001d043402	GRMZM2G394973	dof37	C2C2-Dof-transcription factor 37
Zm00001d043406	GRMZM2G105863	umc1135	NA
Zm00001d043411	GRMZM2G022679	ga2ox3	gibberellin 2-oxidase3
Zm00001d043420	GRMZM2G027976	bzip53	bZIP-transcription factor 53
Zm00001d043427	GRMZM2G052776	cle6	clavata3/esr-related6
Zm00001d043430	AC210193.4_FG002	umc1767	NA
Zm00001d043431	GRMZM2G056120	arftf11	ARF-transcription factor 11
Zm00001d043442	GRMZM2G446858	ccd8	carotenoid cleavage dioxygenase8
Zm00001d043444	GRMZM2G069694	umc2272	NA
Zm00001d043450	GRMZM2G314520	vq20	VQ motif-transcription factor20
Zm00001d043452	GRMZM2G314546	hox3	homeobox3
Zm00001d043459	GRMZM2G045366	mkkk47	MAP kinase kinase kinase47
Zm00001d043461	GRMZM2G103666	pebp12	phosphatidylethanolamine-binding protein12
Zm00001d043465	GRMZM2G043464	IDP813	NA
Zm00001d043468	GRMZM2G304274	trps6	trehalose-6-phosphate synthase6
Zm00001d043469	GRMZM2G123277	trps7	trehalose-6-phosphate synthase7
Zm00001d043470	GRMZM2G127431	ofp17	OVATE-transcription factor 17
Zm00001d043474	GRMZM2G141299	wrky103	WRKY-transcription factor 103
Zm00001d043477	GRMZM2G055795	cesa11	cellulose synthase 11
Zm00001d043479	GRMZM2G055898	umc1399	NA
Zm00001d043483	GRMZM2G042099	IDP366	NA
Zm00001d043485	GRMZM2G042548	IDP2368	NA
Zm00001d043491	GRMZM2G474326	ereb134	AP2-EREBP-transcription factor 134
Zm00001d043500	GRMZM2G156016	voz4	VOZ-transcription factor 4
Zm00001d043509	GRMZM2G177940	pme40	pectin methylesterase40
Zm00001d043511	GRMZM5G856653	hex5	hexokinase5
Zm00001d043514	GRMZM5G818186	IDP1617	NA
Zm00001d043515	GRMZM2G057067	iaa12	Aux/IAA-transcription factor 12
Zm00001d043529	GRMZM2G012174	ppr102	pentatricopeptide repeat102
Zm00001d043534	GRMZM2G022625	TIDP3004	NA
Zm00001d043535	GRMZM2G023285	ofp18	OVATE-transcription factor 18
Zm00001d043538	GRMZM5G800586	burp2	BURP domain-containing protein-RD22-like2
Zm00001d043539	GRMZM2G069865	IDP783	NA
Zm00001d043543	GRMZM2G138152	rboh2	respiratory burst oxidase2
Zm00001d043551	GRMZM2G031308	dhn6	dehydrin6
Zm00001d043552	GRMZM2G111510	dnp2	diphosphonucleotide phosphatase2
Zm00001d043569	GRMZM2G040298	wrky29	WRKY-transcription factor 29
Zm00001d043580	GRMZM2G176912	IDP137	NA
Zm00001d043589	GRMZM2G079727	mads36	MADS-transcription factor 36`
Zm00001d043601	GRMZM2G159724	me6	NADP-dependent malic enzyme6
Zm00001d043607	GRMZM2G171373	hex6	hexokinase6
Zm00001d043609	GRMZM2G167856	mek1	MEK homolog1
Zm00001d043611	GRMZM2G167829	myb151	MYB-transcription factor 151
Zm00001d043613	GRMZM2G077307	umc1489	NA
Zm00001d043614	GRMZM2G158013	sfp6	sulfate transporter6
Zm00001d043615	GRMZM2G150450	umc2273	NA
Zm00001d043620	GRMZM2G069061	umc1404	NA
Zm00001d043628	GRMZM2G161868	kri1	ketol-acid reductoisomerase1
Zm00001d043660	GRMZM5G839411	pin8	PIN-formed protein8
Zm00001d043663	GRMZM2G101405	wrky73	WRKY-transcription factor 73
Zm00001d043675	GRMZM2G077293	rtl2	reversion-to-ethylene sensitivity1 like2
Zm00001d043682	GRMZM2G137965	rbap2	WD-repeat protein RBAP2
Zm00001d043687	GRMZM2G088783	myb47	MYB-transcription factor 47
Zm00001d043696	GRMZM2G108424	smh4	single myb histone4
Zm00001d043705	GRMZM2G159948	kelp1	p15 (PC4 Sub1)-transcription factor 1
Zm00001d043706	GRMZM2G159937	bhlh57	bHLH-transcription factor 57
Zm00001d043725	GRMZM2G003838	pmei44	pectin methylesterase inhibitor44
Zm00001d043727	GRMZM2G098569	fps3	farnesyl diphosphate synthase3
Zm00001d043736	GRMZM2G126853	TIDP3676	NA
Zm00001d043737	GRMZM2G057283	umc17a	NA
Zm00001d043771	GRMZM2G122296	peamt1	phosphoethanolamine N-methyltransferase1
Zm00001d043775	GRMZM2G466139	TIDP2877	NA
Zm00001d043778	GRMZM2G050697	ppr152	pentatricopeptide repeat protein152
Zm00001d043779	GRMZM2G050596	pth1	peptidyl-tRNA hydrolase1
Zm00001d043780	GRMZM2G050570	thr1	threonine synthase1
Zm00001d043782	GRMZM2G169654	ereb126	AP2-EREBP-transcription factor 126
Zm00001d043787	GRMZM2G447632	gst20	glutathione transferase20
Zm00001d043812	GRMZM2G415751	ipt3B	isopentenyl transferase3B
Zm00001d043840	GRMZM5G876520	orc4	origin recognition complex4
Zm00001d043841	GRMZM2G054715	ktn2	katanin2
Zm00001d043851	GRMZM2G152127	pza00538	NA
Zm00001d043863	GRMZM2G092152	IDP748	NA
Zm00001d043877	GRMZM2G122615	nactf94	NAC-transcription factor 94
Zm00001d043878	GRMZM2G037368	rum1	rootless with undetectable meristems1
Zm00001d043895	GRMZM2G062154	tubtf15	TUB-transcription factor 15
Zm00001d043898	GRMZM2G062121	umc2274	NA
Zm00001d043900	GRMZM2G080499	umc2275	NA
